"commit"	"date"	"subject"	"classification"	"assessment"	"files"
"489ed4deb00302cb507d7aaae0f3fd68d19ccd60"	"2026-08-24"	"style: rename kCamelCase constants to CAPITAL_SNAKE_CASE"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"benchmarks/fixed_iteration.cu, include/cumes/config/device_params.hpp, include/cumes/config/precision_policy.hpp, include/cumes/config/problem_spec.hpp, include/cumes/config/profile_functions.hpp, include/cumes/config/solver_options.hpp, include/cumes/config/validation_report.hpp, include/cumes/core/mode_table.hpp, include/cumes/core/scalar.hpp, include/cumes/core/tensor_view.cuh, include/cumes/io/equilibrium_snapshot.hpp, include/cumes/io/input_params.hpp, include/cumes/io/output_spec.hpp, include/cumes/io/run_report.hpp, include/cumes/io/snapshot_bridge.cuh, include/cumes/io/writer_helpers.hpp, include/cumes/numerics/device_predicates.cuh, include/cumes/numerics/prolongation.hpp, include/cumes/numerics/tridiagonal_backend.hpp, include/cumes/physics/geometry_operator.hpp, include/cumes/solver/control_record.hpp, include/cumes/solver/equilibrium_operator.hpp, include/cumes/solver/iteration_controller.hpp, include/cumes/solver/multigrid_solver.hpp, include/cumes/solver/pass_record.hpp, include/cumes/state/seed_state.hpp, include/fft_traits.h, src/cumes/config/json_reader.cpp, src/cumes/config/validated_problem.cpp, src/cumes/config/validation_report.cpp, src/cumes/core/mode_table.cpp, src/cumes/io/checkpoint.cpp, src/cumes/io/hdf5_writer.cpp, src/cumes/io/io_common.hpp, src/cumes/io/netcdf_writer.cpp, src/cumes/io/output_spec.cpp, src/cumes/io/versioned_binary.cpp, src/cumes/io/writer_dispatch.cpp, src/kernels/constraint_impl.cuh, src/kernels/forces_impl.cuh, src/kernels/fourier_impl.cuh, src/kernels/geometry_impl.cuh, src/kernels/precon_impl.cuh, src/kernels/profiles_impl.cuh, src/kernels/prolongation_impl.cuh, src/kernels/solver_impl.cuh, src/main.cu, src/output.cpp, tests/include/cumes_test_cuda_helper.cuh, tests/test_axisym_backend.cu, tests/test_constraint_tcon.cu, tests/test_controller.cpp, tests/test_cuda_graph.cu, tests/test_force_verify.cu, tests/test_fourier.cu, tests/test_geometry_iso.cu, tests/test_geometry_ncurr.cu, tests/test_host_config.cpp, tests/test_host_io.cpp, tests/test_input_json.cu, tests/test_io_golden.cu, tests/test_io_malformed_shapes.cpp, tests/test_io_restart_offsets.cpp, tests/test_output_failure.cu, tests/test_regression_kernels.cu, tests/test_runtime.cu, tests/test_safety_predicates.cu"
"cd64263946f68a837c25db0ad92e91f199a3a27b"	"2026-08-24"	"style: rename camelCase functions and lambdas to snake_case"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"benchmarks/bench_common.cuh, benchmarks/fixed_iteration.cu, benchmarks/graph_overhead.cu, benchmarks/graph_realpass.cu, include/cumes/config/problem_spec.hpp, include/cumes/config/profile_functions.hpp, include/cumes/io/input_params.hpp, include/cumes/io/run_report.hpp, include/cumes/io/writer_helpers.hpp, include/cumes/numerics/descent_operator.hpp, include/cumes/numerics/device_predicates.cuh, include/cumes/numerics/preconditioner.hpp, include/cumes/numerics/residual_operator.hpp, include/cumes/physics/geometry_operator.hpp, include/cumes/physics/magnetic_field_operator.hpp, include/cumes/solver/control_record.hpp, include/cumes/solver/iteration_controller.hpp, include/cumes/solver/stage_solver.hpp, include/cumes/state/mode_table.cuh, include/cumes/state/real_fields.cuh, include/cumes/state/real_space_storage.hpp, include/cumes/state/seed_state.hpp, include/cumes/transforms/axisymmetric_operator.hpp, include/cumes/transforms/toroidal_fft_operator.hpp, include/fft_traits.h, include/output.cuh, include/solver.cuh, src/cumes/config/json_reader.cpp, src/cumes/config/validated_problem.cpp, src/cumes/io/checkpoint.cpp, src/cumes/io/hdf5_writer.cpp, src/cumes/io/io_common.hpp, src/cumes/io/netcdf_writer.cpp, src/cumes/io/versioned_binary.cpp, src/fourier_double.cu, src/fourier_float.cu, src/kernels/axisymmetric_impl.cuh, src/kernels/constraint_impl.cuh, src/kernels/forces_impl.cuh, src/kernels/fourier_impl.cuh, src/kernels/geometry_impl.cuh, src/kernels/precon_impl.cuh, src/kernels/profiles_impl.cuh, src/kernels/prolongation_impl.cuh, src/kernels/solver_impl.cuh, src/main.cu, src/output.cpp, src/solver_double.cu, src/solver_float.cu, tests/include/cumes_test_cuda_helper.cuh, tests/test_accumulation.cu, tests/test_arena.cu, tests/test_axisym_backend.cu, tests/test_checkpoint.cpp, tests/test_constraint_tcon.cu, tests/test_cuda_graph.cu, tests/test_event_dag.cu, tests/test_force_reference.cu, tests/test_force_verify.cu, tests/test_forces.cu, tests/test_fourier.cu, tests/test_geometry_iso.cu, tests/test_geometry_ncurr.cu, tests/test_host_config.cpp, tests/test_host_io.cpp, tests/test_input_json.cu, tests/test_io_golden.cu, tests/test_io_malformed_shapes.cpp, tests/test_io_restart_offsets.cpp, tests/test_operator_views.cu, tests/test_output_failure.cu, tests/test_regression_kernels.cu, tests/test_runtime.cu, tests/test_safety_predicates.cu, tests/test_tridiagonal.cu"
"190f3422eb6a9422abe89107e870d9da4f2352c7"	"2026-08-24"	"style: replace raw staging arrays with std::vector and std::span"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"include/cumes/config/profile_functions.hpp, include/cumes/state/seed_state.hpp, src/cumes/io/io_common.hpp, src/output.cpp, tests/include/cumes_test.h, tests/test_constraint_tcon.cu, tests/test_cuda_graph.cu, tests/test_force_reference.cu, tests/test_force_verify.cu, tests/test_forces.cu, tests/test_fourier.cu, tests/test_geometry_iso.cu, tests/test_geometry_ncurr.cu"
"7d344704d8006632bbd54c9e80f1a7a40f7dbbf0"	"2026-08-24"	"style: replace nullable host pointer params with std::optional<reference_wrapper>"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"benchmarks/bench_common.cuh, benchmarks/fixed_iteration.cu, benchmarks/graph_realpass.cu, include/cumes/io/checkpoint.hpp, include/cumes/io/reader.hpp, include/cumes/numerics/preconditioner.hpp, include/cumes/physics/constraint_operator.hpp, include/cumes/physics/geometry_operator.hpp, include/cumes/physics/profiles.hpp, include/cumes/solver/equilibrium_operator.hpp, include/cumes/solver/stage_solver.hpp, include/cumes/state/mode_table.cuh, include/cumes/state/real_space_storage.hpp, include/cumes/transforms/toroidal_fft_operator.hpp, include/solver.cuh, src/cumes/io/checkpoint.cpp, src/cumes/io/hdf5_writer.cpp, src/cumes/io/netcdf_writer.cpp, src/cumes/io/versioned_binary.cpp, src/fourier_double.cu, src/fourier_float.cu, src/kernels/constraint_impl.cuh, src/kernels/fourier_impl.cuh, src/kernels/geometry_impl.cuh, src/kernels/precon_impl.cuh, src/kernels/profiles_impl.cuh, src/kernels/solver_impl.cuh, src/solver_double.cu, src/solver_float.cu, tests/test_checkpoint.cpp, tests/test_constraint_tcon.cu, tests/test_force_reference.cu, tests/test_force_verify.cu, tests/test_forces.cu, tests/test_geometry_iso.cu, tests/test_geometry_ncurr.cu, tests/test_io_golden.cu, tests/test_io_malformed_shapes.cpp, tests/test_io_restart_offsets.cpp, tests/test_regression_kernels.cu, tests/test_safety_predicates.cu"
"212e9fee654df15597593cb529d2eea854acc4af"	"2026-08-24"	"style: replace const char* tags/keys with std::string_view"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"benchmarks/bench_common.cuh, include/cumes/io/output_spec.hpp, include/cumes/runtime/cuda_status.hpp, include/cumes/runtime/device_arena.cuh, src/cumes/config/json_reader.cpp, src/cumes/io/output_spec.cpp, src/kernels/solver_impl.cuh, src/main.cu, tests/include/cumes_test_cuda_helper.cuh, tests/test_axisym_backend.cu"
"d8f23dcf41d2a2c60940e97aa3b8c0d88a59100c"	"2026-08-24"	"style: use DeviceBuffer in test harnesses"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"tests/test_accumulation.cu, tests/test_axisym_backend.cu, tests/test_cuda_graph.cu, tests/test_forces.cu, tests/test_fourier.cu, tests/test_operator_views.cu, tests/test_tridiagonal.cu"
"1094eb914e4ce540a8d42ac961b1a53f394ee0b8"	"2026-08-24"	"docs: update naming conventions and function mentions"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"CLAUDE.md, docs/architecture.md, docs/mathematics.md, docs/verification.md"
"64594b9871d93ae7a3d2350f4ada6271933bef75"	"2026-08-24"	"scripts: accept v4 containers and the legacy raw baselines in compare_runs"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"scripts/compare_runs.py"
"c601401ee2c4c9d6cfd2922da46aff55bb053b14"	"2026-08-24"	"refactor: extract the dump-window observability into its own module"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"include/cumes/solver/dump_windows.hpp, src/kernels/dump_impl.cuh"
"b57f0ff3cb600d192989fa16b1de9b235d069e95"	"2026-08-24"	"refactor: rewire the solver and equilibrium operator to the dump module"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"include/cumes/solver/equilibrium_operator.hpp, src/kernels/solver_impl.cuh"
"e85f8710f8d31d931fbb9f40216e236502578b0a"	"2026-08-24"	"refactor: rename dump files to pipeline-point names"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"include/cumes/solver/dump_windows.hpp, scripts/capture_baseline.sh, scripts/compare_bitwise.py, src/kernels/dump_impl.cuh, src/kernels/fourier_impl.cuh, tests/test_geometry_iso.cu"
"f125df21d0e10fc734a15b2d45b97d72f5a6a887"	"2026-08-24"	"docs: document the dump files in a dedicated manifest"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"CLAUDE.md, docs/dump-files.md, docs/output-formats.md, docs/verification.md"
"2a5b81c4691fc957450343bdab06aaedede459f5"	"2026-08-24"	"style: rename camelCase dump locals to snake_case"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"docs/dump-files.md, src/kernels/dump_impl.cuh"
"93ac881b9a865c13e379484b9a4bd7675aaa1e38"	"2026-08-23"	"feat: vacuum-field free-boundary library as a git submodule (step 1)"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	".gitmodules, CLAUDE.md, CMakeLists.txt, deps/vacuum-field, docs/adr/0005-vacuum-field-submodule.md, docs/architecture.md"
"e95d678de604eab63658c3e621d791d180c9924e"	"2026-08-24"	"feat: bump vacuum-field submodule to the restyled HEAD (56d0e12)"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"deps/vacuum-field, docs/architecture.md"
"5de37be0c0ffbf0091ad519b6eb0f03a4a419f71"	"2026-08-24"	"feat: parse and validate the free-boundary input keys"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"configs/schema-v1.json, include/cumes/config/problem_spec.hpp, src/cumes/config/json_reader.cpp, src/cumes/config/validated_problem.cpp, tests/fixtures/solovev.normalized.json, tests/fixtures/w7x.normalized.json, tests/test_input_json.cu, tests/test_output_failure.cu, tests/test_regression_kernels.cu"
"5c54df6d248630da06d19c4e3f68b81ebe7a7126"	"2026-08-24"	"feat: extend the embedded input record with the free-boundary fields"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"include/cumes/io/input_params.hpp, scripts/compare_runs.py, src/cumes/io/checkpoint.cpp, src/cumes/io/hdf5_writer.cpp, src/cumes/io/io_common.hpp, src/cumes/io/netcdf_writer.cpp, src/cumes/io/versioned_binary.cpp"
"60ea1aeebd0f5a613a919b6e68ef78afe9cf8384"	"2026-08-24"	"tests: bump version-sensitive IO cases to the new record versions"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"tests/test_checkpoint.cpp, tests/test_output_failure.cu"
"ad80a3c7ed33ce59ea00e79bba3ff7cc90d6e1fe"	"2026-08-24"	"feat: free-boundary operator module bridging the vacuum library"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"CMakeLists.txt, include/cumes/physics/free_boundary_operator.hpp, src/free_boundary_double.cu, src/free_boundary_float.cu, src/free_boundary_impl.cuh, src/free_boundary_stub_double.cu, src/free_boundary_stub_float.cu, src/free_boundary_stub_impl.cuh"
"ad46abb46b667c4a23891f7527f7b466b5d4d8ec"	"2026-08-24"	"feat: wire the vacuum solver into the equilibrium loop (step 2)"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"CMakeLists.txt, benchmarks/graph_realpass.cu, include/cumes/numerics/descent_operator.hpp, include/cumes/numerics/preconditioner.hpp, include/cumes/solver/equilibrium_operator.hpp, include/cumes/solver/iteration_controller.hpp, include/cumes/state/seed_state.hpp, include/cumes/transforms/axisymmetric_operator.hpp, include/cumes/transforms/spectral_operator.hpp, include/cumes/transforms/toroidal_fft_operator.hpp, include/solver.cuh, src/axisymmetric_impl.cuh, src/fourier_impl.cuh, src/precon_impl.cuh, src/solver_double.cu, src/solver_float.cu, src/solver_impl.cuh, tests/test_safety_predicates.cu"
"63243fa79fb9db4046132927400fd79949efbb61"	"2026-08-25"	"fix: complete free-boundary vacuum coupling"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"deps/vacuum-field, include/cumes/numerics/residual_operator.hpp, include/cumes/physics/free_boundary_operator.hpp, include/cumes/solver/equilibrium_operator.hpp, include/cumes/solver/iteration_controller.hpp, include/cumes/solver/multigrid_solver.hpp, include/cumes/solver/stage_solver.hpp, inputs/free_bdy/solovev_free_bdy.json, src/free_boundary_impl.cuh, src/free_boundary_stub_impl.cuh, src/main.cu, src/solver_impl.cuh, tests/CMakeLists.txt, tests/test_free_boundary_seed.cu"
"15be7fa1ffb82f38e63bab60c423cb45d5cce9c9"	"2026-08-25"	"docs: document free-boundary capability"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"CLAUDE.md"
"c265e10ce13afaa8046bb37d207363d8f08a8b4e"	"2026-08-25"	"feat: support free-boundary output visualization"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"figure_data/cth_like_fixed_bdy_vmecpp_ref_combined.png, figure_data/cth_like_fixed_bdy_vmecpp_ref_perspective.png, figure_data/cth_like_fixed_bdy_vmecpp_ref_slices.png, figure_data/cth_like_fixed_bdy_vmecpp_ref_top.png, figure_data/cth_like_free_bdy_vmecpp_ref_combined.png, figure_data/cth_like_free_bdy_vmecpp_ref_perspective.png, figure_data/cth_like_free_bdy_vmecpp_ref_slices.png, figure_data/cth_like_free_bdy_vmecpp_ref_top.png, figure_data/solovev_free_bdy.bin, figure_data/solovev_free_bdy_combined.png, figure_data/solovev_free_bdy_perspective.png, figure_data/solovev_free_bdy_slices.png, figure_data/solovev_free_bdy_top.png, scripts/plot_w7x.py"
"f0bb32315303e334cce2d6d7f4cc99e130ca6c95"	"2026-08-25"	"feat: support optional inline Makegrid free boundary"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"CLAUDE.md, CMakeLists.txt, CMakePresets.json, README.md, configs/schema-v1.json, deps/vacuum-field, docs/adr/0006-inline-makegrid.md, docs/architecture.md, docs/output-formats.md, include/cumes/config/problem_spec.hpp, include/cumes/io/input_params.hpp, include/cumes/physics/free_boundary_operator.hpp, include/cumes/solver/multigrid_solver.hpp, inputs/free_bdy/solovev_free_bdy_coils.json, scripts/compare_bitwise.py, scripts/compare_runs.py, scripts/compare_states.py, scripts/plot_w7x.py, src/cumes/config/json_reader.cpp, src/cumes/config/validated_problem.cpp, src/cumes/io/checkpoint.cpp, src/cumes/io/hdf5_writer.cpp, src/cumes/io/io_common.hpp, src/cumes/io/netcdf_writer.cpp, src/cumes/io/versioned_binary.cpp, src/free_boundary_impl.cuh, src/main.cu, tests/CMakeLists.txt, tests/fixtures/solovev.normalized.json, tests/fixtures/w7x.normalized.json, tests/test_checkpoint.cpp, tests/test_input_json.cu, tests/test_output_failure.cu"
"e87bd249b2d49497da86399623aa0f9efaa58170"	"2026-08-25"	"feat: accept embedded Makegrid parameters"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"CLAUDE.md, README.md, configs/schema-v1.json, docs/adr/0006-inline-makegrid.md, docs/output-formats.md, include/cumes/config/problem_spec.hpp, include/cumes/io/input_params.hpp, include/cumes/physics/free_boundary_operator.hpp, include/cumes/solver/multigrid_solver.hpp, inputs/free_bdy/solovev_free_bdy_embedded.json, scripts/compare_bitwise.py, scripts/compare_runs.py, scripts/compare_states.py, scripts/plot_w7x.py, src/cumes/config/json_reader.cpp, src/cumes/config/validated_problem.cpp, src/cumes/io/checkpoint.cpp, src/cumes/io/hdf5_writer.cpp, src/cumes/io/io_common.hpp, src/cumes/io/netcdf_writer.cpp, src/cumes/io/versioned_binary.cpp, src/free_boundary_impl.cuh, tests/fixtures/solovev.normalized.json, tests/fixtures/w7x.normalized.json, tests/test_checkpoint.cpp, tests/test_input_json.cu, tests/test_io_golden.cu, tests/test_output_failure.cu"
"4b231120bc75c1d2d162b30d598ce00b1b2587c6"	"2026-08-25"	"style: use snake case for lambda variables"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"src/cumes/config/json_reader.cpp, src/cumes/io/hdf5_writer.cpp, src/cumes/io/netcdf_writer.cpp, src/fourier_impl.cuh, src/solver_impl.cuh, tests/test_force_verify.cu, tests/test_io_malformed_shapes.cpp, tests/test_io_restart_offsets.cpp, tests/test_safety_predicates.cu"
"b9cfe8fa82682cbfe7cb0ee34d81e648622afb18"	"2026-08-25"	"merge: integrate free-boundary support into overhaul"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	""
"66175a26803033930ce585263230d45d2e215672"	"2026-08-25"	"style: update vacuum-field dependency"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"deps/vacuum-field"
"a0c2b84404e5295a8319120d6a5aed8a8cb1ebff"	"2026-08-26"	"fix: correct embedded Makegrid parameter spelling"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"README.md, configs/schema-v1.json, docs/adr/0006-inline-makegrid.md, docs/output-formats.md, include/cumes/config/problem_spec.hpp, inputs/free_bdy/solovev_free_bdy_embedded.json, scripts/plot_w7x.py, src/cumes/config/json_reader.cpp, src/cumes/config/validated_problem.cpp, src/cumes/io/hdf5_writer.cpp, src/cumes/io/netcdf_writer.cpp, tests/fixtures/solovev.normalized.json, tests/fixtures/w7x.normalized.json, tests/test_input_json.cu"
"7c6508aa9a1067e5ec31660832cf2800672ea51b"	"2026-08-26"	"test: expect current binary container version"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"tests/test_output_failure.cu"
"5379fca726afbe6c58d71184d68a0805106ce21e"	"2026-08-26"	"perf: optimize fixed-boundary iteration"	"execution"	"Production CUDA graphs; parallel Jacobian statistics; full-theta inverse mapping"	"docs/adr/0003-cuda-graphs.md, docs/performance.md, include/cumes/physics/geometry_operator.hpp, include/cumes/runtime/cuda_graph.hpp, include/cumes/solver/stage_solver.hpp, scripts/profile_gpu.sh, src/kernels/fourier_impl.cuh, src/kernels/geometry_impl.cuh, src/kernels/solver_impl.cuh"
"d0d899d031a259a2f6d625ea521f9ee0a7cdc864"	"2026-08-26"	"chore: remove generated figure artifacts"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	".gitignore, figure_data/cth_like_fixed_bdy_vmecpp_ref_combined.png, figure_data/cth_like_fixed_bdy_vmecpp_ref_perspective.png, figure_data/cth_like_fixed_bdy_vmecpp_ref_slices.png, figure_data/cth_like_fixed_bdy_vmecpp_ref_top.png, figure_data/cth_like_free_bdy_vmecpp_ref_combined.png, figure_data/cth_like_free_bdy_vmecpp_ref_perspective.png, figure_data/cth_like_free_bdy_vmecpp_ref_slices.png, figure_data/cth_like_free_bdy_vmecpp_ref_top.png, figure_data/solovev_free_bdy.bin, figure_data/solovev_free_bdy_combined.png, figure_data/solovev_free_bdy_perspective.png, figure_data/solovev_free_bdy_slices.png, figure_data/solovev_free_bdy_top.png, scripts/plot_w7x.py"
"61674b3c4661c3497e27006a007b84751983d6e9"	"2026-08-26"	"refactor: rename equilibrium plotting script"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"docs/output-formats.md, scripts/plot_equilibrium.py, scripts/plot_w7x.py"
"6b960dcb08d8be6b57f0d3d7d3b12529f256260b"	"2026-08-26"	"chore: remove generated vacuum-field data"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"deps/vacuum-field"
"c6388e3df71a6a045b4d9b9c2e7507153b24657d"	"2026-08-26"	"chore: compact vacuum-field reference data"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"deps/vacuum-field"
"82128dc9e8ca916e04cbdad29d449cce8c92d7f1"	"2026-08-26"	"build: gracefully disable unavailable NetCDF"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"CMakeLists.txt, README.md, cmake/CumesDependencies.cmake"
"e6f2110e7404c2c241d2bf602648087904793ead"	"2026-08-26"	"build: gracefully disable unavailable HDF5"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"cmake/CumesDependencies.cmake"
"933b80a13b4a62fc67967ed9134d78c1a6b48dbb"	"2026-08-26"	"perf: flatten vacuum-field response tables"	"execution"	"Vacuum dependency be6d6cd: contiguous Makegrid response storage; no isolated timing"	"deps/vacuum-field"
"dff0dd8e91dc9ee9f6aebf2c7ad96890ee59a034"	"2026-08-26"	"feat: adopt clap command-line interface"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"CLAUDE.md, README.md, docs/output-formats.md, docs/verification.md, include/clap.h, scripts/capture_baseline.sh, scripts/ci_gpu.sh, src/main.cu, tests/cli_policy_test.sh, tests/output_publication_test.sh"
"dbb0f8ee1197fe6951556f7427628d5277f4058e"	"2026-08-26"	"release: bump version to 1.0.0"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"CMakeLists.txt"
"fa5ba826442aa5e3d79b5aab88b0c9c8547610d0"	"2026-08-27"	"docs: add repository agent instructions"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"AGENTS.md"
"17738bebf871c7a9b642d2aa58a367db2d39ea75"	"2026-08-27"	"io: define derived equilibrium fields"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"include/cumes/io/equilibrium_snapshot.hpp"
"2052dd2062506b61b8e5f5390872a867aecd756d"	"2026-08-27"	"io: derive magnetic and current field output"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"CMakeLists.txt, include/cumes/io/derived_fields.hpp, src/cumes/io/derived_fields.cpp, tests/CMakeLists.txt, tests/test_derived_fields.cpp"
"40e7f6b2b84db81fa8b77a2fd7d26f3a759096c2"	"2026-08-27"	"solver: capture final scientific fields"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"include/cumes/io/derived_fields_bridge.cuh, include/cumes/io/snapshot_bridge.cuh, include/cumes/solver/multigrid_solver.hpp, include/cumes/solver/stage_solver.hpp, src/main.cu"
"0c44d11bbdd9342aa6509b0cd938a37ece09619d"	"2026-08-27"	"io: serialize derived fields in binary output"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"include/cumes/io/writer_helpers.hpp, scripts/compare_bitwise.py, scripts/compare_runs.py, scripts/compare_states.py, scripts/plot_equilibrium.py, src/cumes/io/io_common.hpp, src/cumes/io/versioned_binary.cpp, tests/test_host_io.cpp, tests/test_output_failure.cu"
"9e4676076bc11c397156ff72b04c72b63aa15873"	"2026-08-27"	"io: export derived fields to NetCDF and HDF5"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"include/cumes/io/equilibrium_snapshot.hpp, src/cumes/io/hdf5_writer.cpp, src/cumes/io/io_common.hpp, src/cumes/io/netcdf_writer.cpp, tests/test_io_golden.cu"
"6981f79d32f569782436a50e86599aabcf00cca6"	"2026-08-27"	"docs: specify scientific field output"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"configs/schema-v1.json, docs/data-layout.md, docs/output-formats.md, scripts/plot_equilibrium.py"
"5d5e380381981fa204d592717e796b4e534cea46"	"2026-08-27"	"solver: capture fields only on finest grid"	"execution"	"Capture scientific fields only on finest stage; 3 to 1 captures for three-grid inputs"	"include/cumes/solver/multigrid_solver.hpp"
"08d1676e34b7501a4b7b7ca0852a9c26bf4f0bc2"	"2026-08-27"	"plot: render free-boundary coil geometry"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"scripts/plot_equilibrium.py"
"646ce5e3fb407104c170a5b86a9838fb13ffea04"	"2026-08-27"	"feat: accept JSON coil configurations"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"README.md, deps/vacuum-field, scripts/plot_equilibrium.py"
"de2a17c85c55e12afa35f5ce9e765fbd15f6729b"	"2026-08-27"	"plot: globally depth-sort plasma and coils"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"scripts/plot_equilibrium.py"
"3a586e4d6afed3dd1ff8b639af345577967c8f29"	"2026-08-28"	"plot: add VTK backend and full-grid surfaces"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"docs/output-formats.md, scripts/plot_equilibrium.py"
"e507b36372013f26d06959775a44ab2422e4fd55"	"2026-08-28"	"perf: parallelize inline Makegrid generation"	"execution"	"Vacuum dependency 110748f: parallel Makegrid; no isolated timing"	"deps/vacuum-field"
"ebce84ef885dabf9175b7384a8bfd0af0de1fc10"	"2026-08-28"	"docs: clarify equilibrium plot CLI output paths"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"scripts/plot_equilibrium.py"
"9acc9c3a71afe8f48de19959a4a25d4fd2cbaae0"	"2026-08-29"	"build: add magnetic-coordinate dependency"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	".gitmodules, deps/magnetic-coordinate"
"43bf29ed272f37cdc31c34190150fb8f22342870"	"2026-08-29"	"build: integrate magnetic-coordinate postprocessor"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"CMakeLists.txt, README.md, cmake/CumesOptions.cmake, docs/architecture.md"
"fa119eaa798bf31cdc2d8b9d167250b7d689cc0d"	"2026-08-29"	"feat: add zero-copy magnetic-coordinate bridge"	"execution"	"Host snapshot spans for Boozer; no copy of six spectral/seven field arrays; not GPU zero-copy"	"CMakeLists.txt, deps/magnetic-coordinate, include/cumes/io/magnetic_coordinate_bridge.hpp, tests/CMakeLists.txt, tests/test_magnetic_coordinate_bridge.cpp"
"ec8f538f3159fef114f5b35d0c46e6dee6fe229b"	"2026-08-29"	"feat: run Boozer transform from cuMES"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"README.md, src/main.cu"
"b4d70becc171b2732268ddb57d0ea71de2c82d4b"	"2026-08-29"	"cli: make native and Boozer outputs exclusive"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"CLAUDE.md, README.md, src/main.cu, tests/cli_policy_test.sh"
"83b50ff42f242c2cf9ea019482bf7ab91151029c"	"2026-08-29"	"io: expose real Boozer scientific outputs"	"context"	"Feature, correctness, documentation, release, or maintenance; no separately attributed solver speedup"	"CLAUDE.md, README.md, cmake/CumesOptions.cmake, deps/magnetic-coordinate, docs/output-formats.md, src/main.cu"
